Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
Bad,< 0 DM,30,existing credits paid back duly till now,Furniture/Equipment,3108,< 100 DM,< 1 year,2,male: divorced/separated,none,>4years,savings agreement/ life insurance,31,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,12,critical account,New car,958,< 100 DM,4<=...<7 years,2,male: single,none,2<...<=3 years,real estate,47,none,own,2,unskilled - resident,2,Yes,Yes
Good,No checking account,24,existing credits paid back duly till now,Used car,9277,unknown/ no savings account,1<=...<4 years,2,male: divorced/separated,none,>4years,unknown / no property,48,none,for free,1,skilled employee / official,1,No,Yes
Good,No checking account,24,critical account,Others,6314,< 100 DM,unemployed,4,male: single,co-applicant,1<...<=2 years,unknown / no property,27,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,12,critical account,Used car,1526,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,66,none,for free,2,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Furniture/Equipment,3590,< 100 DM,1<=...<4 years,2,male: single,co-applicant,1<...<=2 years,savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,Yes,Yes
Good,< 0 DM,24,critical account,Used car,6615,< 100 DM,unemployed,2,male: single,none,>4years,unknown / no property,75,none,for free,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,6,critical account,Furniture/Equipment,1872,< 100 DM,unemployed,4,male: single,none,>4years,unknown / no property,36,none,for free,3,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,12,existing credits paid back duly till now,New car,2859,unknown/ no savings account,unemployed,4,male: single,none,>4years,unknown / no property,38,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,18,critical account,Radio/Television,1582,=>1000 DM,>=7years,4,male: single,none,>4years,car or other,46,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,6,existing credits paid back duly till now,Retraining,1238,unknown/ no savings account,unemployed,4,male: single,none,>4years,savings agreement/ life insurance,36,none,own,1,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Furniture/Equipment,2578,< 100 DM,unemployed,3,female: divorced/separated/married,none,>4years,unknown / no property,55,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Good,< 0 DM,15,critical account,Furniture/Equipment,1433,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,2<...<=3 years,savings agreement/ life insurance,25,none,rent,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,42,existing credits paid back duly till now,Furniture/Equipment,7882,< 100 DM,4<=...<7 years,2,male: single,guarantor,>4years,savings agreement/ life insurance,45,none,for free,1,skilled employee / official,2,Yes,Yes
Good,< 0 DM,24,existing credits paid back duly till now,Furniture/Equipment,4169,< 100 DM,1<=...<4 years,4,male: single,none,>4years,savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,Yes,Yes
Good,< 0 DM,36,existing credits paid back duly till now,Furniture/Equipment,3959,< 100 DM,unemployed,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,30,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,36,existing credits paid back duly till now,New car,3249,< 100 DM,4<=...<7 years,2,male: single,none,>4years,unknown / no property,39,bank,for free,1,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,< 0 DM,24,existing credits paid back duly till now,Furniture/Equipment,3149,< 100 DM,< 1 year,4,male: single,none,<= 1 year,unknown / no property,22,bank,for free,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,critical account,Furniture/Equipment,2246,< 100 DM,>=7years,3,male: single,none,2<...<=3 years,savings agreement/ life insurance,60,none,own,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,13,critical account,Business,1797,< 100 DM,< 1 year,3,male: single,none,<= 1 year,savings agreement/ life insurance,28,bank,own,2,unskilled - resident,1,Yes,Yes
Good,< 0 DM,20,critical account,Furniture/Equipment,4272,< 100 DM,>=7years,1,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,24,critical account,Used car,2957,< 100 DM,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,No,Yes
Good,< 0 DM,36,critical account,Furniture/Equipment,2348,< 100 DM,1<=...<4 years,3,male: married/widowed,none,1<...<=2 years,savings agreement/ life insurance,46,none,own,2,skilled employee / official,1,No,Yes
Good,> 200 DM,42,no credits taken,Business,6289,< 100 DM,< 1 year,2,male: divorced/separated,none,<= 1 year,savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,24,critical account,Used car,6419,< 100 DM,>=7years,2,female: divorced/separated/married,none,>4years,unknown / no property,44,none,for free,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Bad,< 0 DM,48,critical account,Used car,6143,< 100 DM,>=7years,4,female: divorced/separated/married,none,>4years,unknown / no property,58,stores,for free,2,unskilled - resident,1,Yes,Yes
Good,No checking account,24,critical account,Education,1597,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,54,none,for free,2,skilled employee / official,2,Yes,Yes
Good,< 0 DM,36,existing credits paid back duly till now,Others,15857,< 100 DM,unemployed,2,male: divorced/separated,co-applicant,2<...<=3 years,car or other,43,none,own,1,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Good,No checking account,24,critical account,Radio/Television,2223,100<= ... < 500 DM,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,52,bank,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,48,delay in paying off in the past,Radio/Television,7238,unknown/ no savings account,>=7years,3,male: single,none,2<...<=3 years,car or other,32,bank,own,2,skilled employee / official,2,Yes,Yes
Good,0 <=...<200 DM,30,delay in paying off in the past,Business,2503,100<= ... < 500 DM,>=7years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Business,2622,100<= ... < 500 DM,1<=...<4 years,4,male: single,none,>4years,car or other,34,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,24,existing credits paid back duly till now,Furniture/Equipment,4351,unknown/ no savings account,1<=...<4 years,1,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,48,none,own,1,unskilled - resident,1,No,Yes
Good,0 <=...<200 DM,6,existing credits paid back duly till now,Radio/Television,368,unknown/ no savings account,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Retraining,754,unknown/ no savings account,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,24,critical account,Radio/Television,2424,unknown/ no savings account,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,48,delay in paying off in the past,Business,6681,unknown/ no savings account,1<=...<4 years,4,male: single,none,>4years,unknown / no property,38,none,for free,1,skilled employee / official,2,No,Yes
Good,0 <=...<200 DM,18,delay in paying off in the past,Business,2427,unknown/ no savings account,>=7years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,42,none,own,2,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,critical account,Radio/Television,1216,100<= ... < 500 DM,< 1 year,4,male: single,none,>4years,unknown / no property,38,bank,own,2,skilled employee / official,2,Yes,Yes
Good,0 <=...<200 DM,6,existing credits paid back duly till now,Radio/Television,753,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,guarantor,2<...<=3 years,real estate,64,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,7,existing credits paid back duly till now,Radio/Television,2576,< 100 DM,1<=...<4 years,2,male: single,guarantor,1<...<=2 years,real estate,35,none,own,1,skilled employee / official,1,Yes,No
Good,0 <=...<200 DM,6,existing credits paid back duly till now,Radio/Television,590,< 100 DM,< 1 year,3,male: married/widowed,none,2<...<=3 years,real estate,26,none,own,1,unskilled - resident,1,Yes,No
Good,0 <=...<200 DM,8,existing credits paid back duly till now,Radio/Television,1414,< 100 DM,1<=...<4 years,4,male: single,guarantor,1<...<=2 years,real estate,33,none,own,1,skilled employee / official,1,Yes,No
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1103,< 100 DM,4<=...<7 years,4,male: single,guarantor,2<...<=3 years,real estate,29,none,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,12,delay in paying off in the past,Radio/Television,585,< 100 DM,1<=...<4 years,4,male: married/widowed,co-applicant,>4years,real estate,20,none,rent,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,6,existing credits paid back duly till now,Radio/Television,1068,< 100 DM,>=7years,4,male: single,none,>4years,car or other,28,none,own,1,skilled employee / official,2,Yes,Yes
Good,< 0 DM,8,critical account,New car,713,< 100 DM,>=7years,4,male: single,none,>4years,real estate,47,none,own,2,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1092,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,guarantor,>4years,real estate,49,none,own,2,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,7,existing credits paid back duly till now,Radio/Television,2329,< 100 DM,< 1 year,1,female: divorced/separated/married,guarantor,<= 1 year,real estate,45,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,13,critical account,Radio/Television,882,< 100 DM,< 1 year,4,male: single,guarantor,>4years,real estate,23,none,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Radio/Television,866,< 100 DM,1<=...<4 years,4,male: married/widowed,guarantor,1<...<=2 years,real estate,25,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,7,existing credits paid back duly till now,Radio/Television,2415,< 100 DM,1<=...<4 years,3,male: single,guarantor,1<...<=2 years,real estate,34,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,13,existing credits paid back duly till now,Radio/Television,2101,< 100 DM,< 1 year,2,female: divorced/separated/married,guarantor,>4years,savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Radio/Television,1301,< 100 DM,>=7years,4,male: married/widowed,guarantor,1<...<=2 years,real estate,32,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Radio/Television,1113,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,guarantor,>4years,real estate,26,none,own,1,unskilled - resident,2,Yes,Yes
Good,0 <=...<200 DM,8,existing credits paid back duly till now,Radio/Television,760,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,guarantor,1<...<=2 years,real estate,44,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,625,< 100 DM,< 1 year,4,male: married/widowed,guarantor,<= 1 year,real estate,26,bank,own,1,unskilled - resident,1,Yes,Yes
Good,> 200 DM,6,critical account,New car,1323,100<= ... < 500 DM,>=7years,2,male: divorced/separated,none,>4years,car or other,28,none,own,2,skilled employee / official,2,No,Yes
Good,< 0 DM,9,critical account,Radio/Television,1138,< 100 DM,1<=...<4 years,4,male: single,none,>4years,real estate,25,none,own,2,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,18,critical account,Radio/Television,1795,< 100 DM,>=7years,3,female: divorced/separated/married,guarantor,>4years,real estate,48,bank,rent,2,unskilled - resident,1,No,Yes
Good,0 <=...<200 DM,15,critical account,Radio/Television,2728,unknown/ no savings account,4<=...<7 years,4,male: single,guarantor,1<...<=2 years,real estate,35,bank,own,3,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,6,existing credits paid back duly till now,Radio/Television,484,< 100 DM,4<=...<7 years,3,male: married/widowed,guarantor,2<...<=3 years,real estate,28,bank,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,10,all credits at this bank paid back duly,Radio/Television,1048,< 100 DM,1<=...<4 years,4,male: single,none,>4years,real estate,23,stores,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1155,< 100 DM,>=7years,3,male: married/widowed,guarantor,2<...<=3 years,real estate,40,bank,own,2,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,20,delay in paying off in the past,Used car,7057,unknown/ no savings account,4<=...<7 years,3,male: single,none,>4years,savings agreement/ life insurance,36,bank,rent,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,0 <=...<200 DM,15,critical account,Radio/Television,1537,unknown/ no savings account,>=7years,4,male: single,guarantor,>4years,real estate,50,none,own,2,skilled employee / official,1,No,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Radio/Television,2214,< 100 DM,1<=...<4 years,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,Yes,Yes
Good,No checking account,24,critical account,Furniture/Equipment,1585,< 100 DM,4<=...<7 years,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,10,existing credits paid back duly till now,Furniture/Equipment,1521,< 100 DM,1<=...<4 years,4,male: divorced/separated,none,1<...<=2 years,car or other,31,none,own,1,unskilled - resident,1,Yes,Yes
